아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
KMsoWii9,상위 15%,24.10.04,베이지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,152,50,44,"생각보다 핏이 이뻐요!! 전 키가 작아서 옷사기 전에 고민을 많이 했는데 고민할 필요가 없어요~ 그냥 사세용
베이지는 쿨톤 웜톤이든 잘 올리는 베이지입니다💗
날씬해 보이고 뭔가 부위기 생겨요!
맘에 들어요 
(오늘 블랙으로 재구매했음)",Free
김얌얌,상위 5%,24.10.03,베이지,FREE,생각보다 커요,보통이에요,화면보다 어두워요,163,45,44,검정색과 베이지 두 개를 샀는데 확실히 밝은 색이 저렴한 티가 나네요ㅠㅠ 그래도 가격이 매우 착하기 때문에 잘 입을 수 있습니다. 비슷한 디자인들이 많은데 여기서 구매하길 너무 잘한 것 같아요~~,Free
0910****,상위 25%,24.10.02,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,167,49,44,"적당히 부들한 면소재고 그냥 단독으로 입어도 까슬거리지 않아서 좋아요
청바지나 슬랙스에 입으면 꾸안꾸로 딱 예쁠 것 같아요 ㅎㅎ
근데 이제 날 추워져서 반팔만 입긴 힘들 것 같고 아우터 필수일 듯해요 ㅠ 더 빨리 살걸 ㄹ아쉬워요",Free
복뚱이,상위 5%,24.10.01,베이지,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,162,55,55,"베이직 색상 구매했는게 목 부분이 넓어서 목은 편한데 
한 어깨하는데도 어깨가 좁아(?)보이네요 ㅋㅋㅋ
재질은 좋아요. 딱 초가을에 괜찮을 소재고 
색상도 잘 나왔습니다. 갈색 스커트에 딱 예쁠 색상이에요.
어깨 좁은 분들껜 안어울릴듯...ㅎㅎㅎ 예쁩니다.",Free
김얌얌,상위 5%,24.09.30,블랙,FREE,생각보다 커요,아주 만족해요,화면보다 밝아요,163,45,44,"1. 사이즈: 162/44 기준으로 적당히 잘 맞습니다. 타이트할 줄 알았는데 생각보다는 여유있었어요!(상체가 마른편임) 허리가 길지도 짧지도 않아서 길이는 적당합니다. 그런데 허리를 타이트하게 잡아주지는 않아요.
+) 일부러 팔소매가 짧은 걸 원했는데 딱 예쁘게 떨어져요. 소매끝이 뾰족하게 넓어져서 팔뚝 커버 완전 가능한!

2. 색 : 무난한 검정색인데 뭔가 살짝 밝은 느낌이에요

3. 두께 및 재질 : 천은 부드럽고 잘 늘어나요. 두께가 좀 있어서 한여름은 실내활동만 가능할 것 같아요. 통풍은 안 됩니다. 초가을에 입을만한 두께에요.

4. 총평 : 가격대비 너무 좋습니다!! 두 장 사길 잘한 것 같아요~ 세탁은 자주 하면 안될 듯ㅠ",Free
뀨쮸쀼쮸,상위 25%,24.09.29,베이지,FREE,작아요,아주 만족해요,화면과 비슷해요,161,63,66,"갑상선 수술때문에 목 상처가 자외선에 노출되면 안좋대서 급하게 구매했어요 .
저렴한데도 리뷰가 좋길래 속는셈치고 구매해봤는데, 진짜 부들부들하고 너무 좋더라구요..! 
까슬까슬한거 못 입는 편이라 아주 대만족.
다만 저같은 학 뚱띠들은 조금 부담스러울 수 있음 주의. 저녁에는 셔츠 하나 걸치면 되긴해서 딱 좋아용❤️",Free
리뷰하는몬땃,상위 25%,24.09.25,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,167,52,55,"블랙에 이어 또 사뜸...☆ 라인이 너무 예쁘고 클래식 캐쥬얼 다 잡아서 손색이 없습니당
저는 까슬까슬한거 진짜 시러하는데 이건 완전 부들부들 스타일 면이라 그것도 추천! 
딱 붙는 옷도 아니라 뱃살 드러날 일도 없어요 여러모로 짝짝짝 박수 오만번 주는 옷입니다~",Free
gpvDSItL,상위 15%,24.09.24,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,169,60,66,다른 색상을 먼저 구매했다가 신축성이나 피부에 닿는 소재 느낌이 다 너무 마음에 들더라구요. 가장 무난한 색상 중 하나인 블랙도 재구매했는데 역시나 맘에 들어요. 슬림해보여서 더 좋아요 ㅋㅋ,Free
seoj***,상위 10%,24.09.21,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,151,47,44,"어른스럽고 페미닌한 무드나서 좋아요! 기본템의 힘이네요ㅎㅎㅎ 매치도 여기저기 하기 편할 것 같구 재질도 보드라워서 편안해유! 다만 팔부뷴 모양이 살짝 늘어난거 처럼 보여서 그부분 쉐입만 좀 아숩,,",Free
리뷰하는몬땃,상위 25%,24.09.20,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,167,52,55,"미친 대미친 커피 두잔값에 이 퀄이라니 만족 대만족...☆
부들부들하면서도 주름 잘 안 잡히는 원단이고, 막 빨아도 문제 없는 재질이에요! 무엇보다 핏이 넘 고급스러움..! 뱃살도 잘 가려주고 치마나 청바지 어디에도 잘 어울리고요! 특히 목걸이 하나 걸쳐주면 블랙은 더욱 잘 받을 거 같아요 ㅎㅎ 다들 추천합니댜 저는 베이지도 쟁이러 갑니다 총총총",Free
XTs6rHpI,상위 5%,24.09.19,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,168,57,55,"언니가 산거 보고 넘 이뻐서 저도 구매했는데
촉감도 좋고 무엇보다 핏이 너무 예뻐요!
한여름엔 좀 많이 더울 것 같은 느낌이고
초여름이나 초가을에 입기 제격일 것 같아요
가슴이 75d 인데 볼륨감이 예쁘게 살고
허리도 잘록해 보여서 좋고
하의에 넣어입거나 빼입기도 좋은 길이라
만족합니다",Free
sophia,상위 10%,24.09.17,화이트,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164,51,44,"비침: 심하진 않아요 화이트 색상 속옷 입었을때 저정도 입니다
핏: 생각보다는! 정핏이에요 제가 키가 있어서 그런지 드레이프가 되진 않아요 팔뚝 쪽 뽀용하고 솟아오르는 건 있는데 예민하신 분은 피하시는게 좋을 것 같아요
재질: 부드럽고 목 부분이 넓어서 얼굴 작아보이고 편안해요",Free
배날수,상위 15%,24.09.14,베이지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,168,55,55,"-색감: 핑크빛이 도는 베이지 컬러로 화사해 보이는 색감입니다! 칙칙한 베이지가 아니라 만족합니다! 아래에 차콜, 브라운, 화이트, 진청, 흑청 컬러 두루두루 어울릴 것 같습니다~

-디자인: 목이 반정도 올라온 디자인으로 성숙함이 느껴지고 밑에 주름지는 셔링이 있어서 군살 커버에 효과적이었습니다. 또 겨드랑이 노출이 걱정되었는데 아래를 잘 잡아주는 디자인이었습니다~ 디자인 특성상 가슴이 부각되기는 했습니다!

-재질: 스판이 좋고 저렴해 보이지 않는 재질이라 만족해요! 땀쟁이라 땀 나도 티가 안나는 재질을 좋아하는데 이 옷은 티가 안나서 만족합니다!

+) 가을에는 이너로 늦여름에는 단독으로 출근룩이나 데이트룩, 하객룩으로 두루두루 입힐 것 같습니다~ 가격대비 만족하고 추천드려요~! 👍👍",Free
love******,상위 1%,24.09.10,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158,43,44,"가격이 저렴해서 품질이 별로 안 좋을까봐 걱정했는데 재질 완전 쫀쫀하고 스판도 많아서 너무 편하네요...
색도 웜쿨 상관없이 다 잘어울리는 베이지 색이라 그냥 예뻐요ㅜ
좀 더 쌀쌀해지면 자켓 안에 입어도 예쁠거 같고, 단독으로도 어느정도 격식 있는 자리에 무난하게 입기 좋을 정도로 깔끔하고 예뻐요!🥹
너무 마음에 들어서 바로 검정색도 시켰어용",Free
깜냥,상위 15%,24.09.02,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,153,43,44,"이거 입고 옷 예쁘다는 소리 많이 들었어요😉 
성숙 세련미 낭낭한 디자인의 반팔티입니다!
반팔 끝부분 디자인이 어깨선과 팔을 가녀려보이게 만들어줘서 좋았어요~ 반목은 자칫 답답해 보일 수도 있을까봐 얇은 목걸이랑 같이 매치했더니 잘 어울렸어요! 봄가을 아우터안에 이너로 입어도 좋을 것 같아요☺️
소재는 쫀쫀하면서 잘 늘어나는데 형태유지가 잘되는 재질이에요! 시간지나면 조금 보풀이 생길 것 같기도 합니당.. 보풀걱정되면 손빨래로 조물조물해도 충분할 것 같아요!! 착용감은 부드럽고 좋았어요 ㅎㅎ
가성비좋고 심플한데 멋스러운 디자인의 반팔티 원하시는 분께 왕추천해요😊",Free
주주누,상위 5%,24.08.29,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,158,49,44,"너무 과하게 꾸미는 것을 안 좋아하고,
그렇다고 너무 후줄근한 것도 좋아하지 않는 사람입니다👋

반목 티셔츠나 블라우스를 타어플에서도 여러가지 찾아보고, 비교해봤을 때 이 상품처럼 가성비 있는 옷을 찾기가 어렵겠다라는 생각이 들었습니다ㅋㅋ

딱 적당한 핏에, 딱 적당한 퀄리티와 재질.
옷의 마감도 괜찮았습니다.

재질은 사진 올려드린대로,
보통 입는 쫄티 재질에다가 좀 더 탄탄한 느낌이에요.

색상도 블랙이라 무난하니 슬랙스나 반바지,
또 치마에도 뷔스티에 원피스에도..
휘뚜루 마뚜루 기본템으로 갖고 있어도 좋을 것 같아요

굳!",Free
zNPt6T4L,상위 10%,24.10.22,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,170,65,66,"너무답답하지않고 생각한 그대로의 느낌이라 아주만족합니다
옷은 얇은편이구 ! 날이 추워지면 이너로도 활용하면 좋을거같아 두가지컬러 샀어요 
저는 갠적으로 블랙추천입니다 !",Free
blue****,상위 15%,24.10.21,화이트,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,160,53,55,"목부분이 뭔가 이상하네요ㅜ
가디건 안에 입으면 목부분이 자꾸 울어요
그래도 신축성좋고 재질은 부드러워서 좋아요
빠른배송 굿~ 배송완료시에도 알림주면 좋겠네요",Free
blue****,상위 15%,24.10.21,블랙,FREE,생각보다 커요,보통이에요,화면과 비슷해요,160,53,55,"목부분이 뭔가 이상하네요ㅜ
가디건 안에 입으면 목부분이 자꾸 울어요
그래도 신축성좋고 재질은 부드러워서 좋아요
빠른배송 굿~ 배송완료시에도 알림주면 좋겠네요",Free
OxvcMjPq,상위 15%,24.10.14,화이트,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168,50,55,"어른스러븐 이미지 옷 입어보고 싶어서 사봤어요
보들보들하고 핏도 마음에 들어요 홀터넥 반폴라 다 잘 안입는데 이건 적당히 올라와 있어서 편하네요 - ̫ -
아무래도 화이트라 비침은 살짝 있어요",Free
MXscsxN4,상위 20%,24.08.30,베이지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,159,48,44,처음엔 목부분이 뭔가 어색하다 생각했는데 주변에서 예쁘다 해줘서 맘에 들어욬ㅋㅋㅋ여기꺼 조금 긴 반팔에 저런 스타일? 그거 엄마한테 뺏어오겈ㅋㅋ맘에 들어 짧은걸로 샀는데 맘에 들어요!,Free
CSUYvWew,상위 15%,24.04.10,화이트,FREE,정사이즈예요,보통이에요,화면과 비슷해요,158,50,55,"소재는 부드럽고 사이즈도 괜찮아요
아이보리라 무난한 색상이 하나 쯤 있어야 할거 같아서 뒤지다가 구매했는데 목라인이 좀 넓어서 넥이 예쁘게 떨어지진 않네요
그래도 소매도 괜찮고 만세해도 생각보다 깊게 안보여서 좋아요",Free
9O4fV7XR,,24.11.09,블랙,FREE,정사이즈예요,별로예요,화면과 비슷해요,162,51,55,생각보다 질이 너무 안좋아요. 소매부분은 말려 있어서 매번 다림질로 펴도 쭈굴쭈굴해서 별로에요. 베이지색도 같이 주문했었는데 무슨 불량이 와서 반품햇는데 사진이 너무 잘 찍혀서 옷 퀄이 완전 기대 이하였어요,Free
루솜,상위 25%,24.11.03,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,47,55,"저는 일단 옷이 탄탄하면서 피부가 따갑다고 느껴지지 않는 소재를 찾고 있었고 , 이 제품이 후기가 좋더라구요 부드럽다고!!
그래서 주문했는데 진짜 보들보들하다는게 왜 그렇게 얘기하시는지 알것 같아욬ㅋㅋㅋㅋ
그리고 저는 직각어깨에,, 잘못 입으면 되게 어깡처럼 보이는데 팔 라인이 딱 예뻐보이는 반팔이라 이번에 완전 대만족했어여,,
저의 이너 반팔로 교복템이 될것 같은데 검정, 연베이지 둘 다 있어욤 ㅎㅎㅎ",Free
vqaLv6Kk,상위 15%,24.10.31,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160,47,44,"가격대비 퀄리티 좋고, 
핏도 적당해서 마음에 들어요 
재질 부드러운편이고
저는 어좁이인데
목폴라부분이 여유롭고 팔뚝살도 커버가 되서 
어깨가 좀더 좁아보이는 느낌이있었어요 
어좁이 아닌 분들이 입으면 더 잘어울릴것같아요:)",Free
릴리슈슈,상위 5%,24.10.30,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,157,50,55,가볍게 입기 좋은 옷이예요~ 얇고 후들 후들한 면이라서 신축성도 좋구요~ 어느 하의에나 매치가 다 가능해 보여요~ 잘입고 다닐거 같아요~여름에 구매 했으면 좋았을걸 가을에 구매해서 조금 계절상 애매하긴 하네요~ 가디건이나 쟈켓에 잘 매치해 볼께요,Free
7clvbdb8,상위 5%,24.10.29,화이트,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158,49,55,"✔️ 장점
- 옷 소재와 두께가 좋음 (화이트인데 두꺼워서 속옷 라인 잘 안 비침)

✔️ 단점
- 화이트가 아니라 아이보리입니다 ,, 옷 딱 꺼내는 순간 쿨톤인 저는 탄식을 내뱉고 말았슴 ,, 웜톤 추천
- 소매부분 디테일을 잘 보고 사시길 추천드립니당 ,, 잘 보시면 끝에가 뾱 하고 올라와있어용

저는 단점들에도 불구하고 이 가격에ㅜ이런 퀄리티의 옷은 찾기 어려울 것 같아 그냥 입기로 햇슴다 !!!",Free
alih**,상위 10%,24.10.23,화이트,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,162,44,44,"아쥬 부들부들 흐물흐물 촉감이 너무좋아요.
목부분이 약간 보트넥 같다고 해야하나 종이접기마냥 앞뒤로 접힌느낌이라 살짝 어색하지만 그래도 전체적으로 가성비도 좋고 만족해요~ 소매길이도 딱 좋아요",Free
ihJepa5N,,24.10.23,베이지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,163,48,44,"제 스펙 기준 과하게 핏하지 않게 맞고요, 부들부들 하게 몸을 싹 감싸주는 느낌이라 올가을 손이 자주 갔던 아이였어요! 3-4번 입으니까 보풀이좀 올라와서 아쉽지만, 한철 편하고 이쁘게 입기 딱 좋은 옷이었습니다 ㅎㅎ 베이지가 밝게 빠져서 더욱 맘에 들었어요 ~",Free
rhzqNUXY,상위 30%,24.10.23,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,166,54,55,반목 부분이 많이 안올라와서 불편하지않고 입기 좋아요! 비침은 뒷면 부분이 살짝 있어서 스킨색 속옷입어야 덜 티날거같아요~ 옷 안에 택도 없고 앞뒤가 구분되어있지 않아서 입을때 살짝 헷갈렸지만 앞뒤 구분 없이 다 입어도 되는거같더라고요ㅋㅋ길이감도 적당해서 치마에 넣어서 입기 좋아요!,Free
zNPt6T4L,상위 10%,24.10.22,베이지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,170,65,66,"색은 좀 많이 밝은 베이지느낌 …?! 아이보리인듯 베이지인듯 ?! 
쇼핑몰 모델님이 입으신거같이 핏, 길이감 좋아요 ^^
블랙이랑 베이지 고민되서 둘다샀는데 블랙 더 추천해요 ! 근데 가격저렴해서 두개 다 사두고 겨울에 이너에 입으면 좋을거같아요 배송도 하루도 안되서 왔어요 ! 
잘입겠습니당",Free
mmyd******,상위 15%,24.10.19,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164,45,,"우선 완전 몸에 착착 감기는 재질이여서 좋아요🤤
기장은 바지 윗부분만 살짝 가리는 정도의
기장이라고 할까요..?? 길이가 몸에 맞춘 듯
딱 적당해서 바지안에 안넣어도 예쁘고
귀차니즘 있으신 분들에게 최적이에요😝
옷이 앞뒤 구분이 없는 것 같아서 전 항상 막 입어요!
이것도 귀차니즘 있는 저에겐 오히려 최고..ㅎ
색깔도 자연스럽게 예쁜 색이여서 넘 좋았고
목티 주름도 알아서 예쁘게 잘 잡혀서 맘에 들었어요
제가 입은 옷들 중에서 편한 옷 top1🏅
심플하고 편해서 더 손이 자주 가는 것 같아요
아무데나 받쳐입기 좋고 활용도도 높으니까
고민하지 마시구 사세요 최고🤍🤍",Free
OxvcMjPq,상위 15%,24.10.14,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168,50,55,기장도 딱 좋고 편하고 재질도 부드러워요 팔부분 커팅이 저래서 팔이 얇아보이는 것 같아서 좋아요 갠적으론 화이트보다 베이지 색이 더 마음에 들어요 가성비가 아주 좋아요 •••,Free
CSgQ2bFf,상위 15%,24.09.23,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163,55,55,"원단 부드럽고 목 라인이 예뻐요
애매할까봐 걱정했는데 걱정 안해도 됐을듯ㅎㅎ
맘에 듭니다!
색도 예뻐요~ 가을 너낌 ㅎㅎㅎ
팔뚝이 얇아보이는 느낌은 없어요! 적당해유",Free
HBsbzrH9,상위 20%,24.09.23,화이트,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,157,50,55,"엄마가 반목반팔티가 필요하다고하셔서 리뷰보다가 주문했는데 만족해하십니다
재질 퀄리티가 상당히 좋은 편이에요
날씨가 갑자기 추워져서 긴팔도 찾아봐서 사야겠습니다",Free
맛있는페퍼로니,,24.09.16,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158,50,55,"옷 색감이며 옷 모양 모두 예뻐요
흰색이 아닌 베이지색이라 부해보이지도 않습니다
이 옷 입고간 날 다들 예쁘다고 했어요!!
바지 치마 모두 잘 어울려요",Free
suno*****,상위 20%,24.09.11,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,160,57,55,가격대비 정말 만족해요!! 이것보다 값비싸게 주고 산 비슷한 디자인의 반팔니트보다 핏도 훨예쁘고 지금 날씨에 입기 좋고 찰랑 거려요 ⚡️⚡️ 완전 잘산템!!!,Free
GwO5uReW,,24.11.24,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,49,55,"팔길이 참고하시라고 보여드립니다!
제가 옷걸이체형이라 이런 반목 제품들이 안 어울리는데 이 제품은 세일해서 반신반의하며 주문했는데 만족도 1000%입니다
아래 청바지, 슬랙스, 치마 뭘 입어도 다 잘 어울려요🥹
색도 부담스럽지 않아 딱입니다",Free
STzHA44e,상위 25%,24.10.15,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164,49,55,"이전에 화이트 색상으로 샀는데 입어보니 면도 부들부들하고 좋아서 베이지색으로 추가 구매했어요 ! 
여름에는 단독으로 입으면 좋고 가을에는 자켓 안에 이너로 입어도 좋은 아이템입니다.",Free
U갱2,상위 25%,24.10.14,베이지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,160,51,55,"지금 날씨에 입기 딱입니다. 
베이지 컬러는 가을에 너무 잘 어울리고 롱스커트와 함께 매치하니 단아해보이는 느낌을 주고 있습니다! 화면과 동일한 색상이며, 핏 및 착용감도 좋아서 다른 컬로도 추가로 구매했습니다:)",Free
AFMoxZ2v,상위 15%,24.10.14,베이지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,162,50,,전체적인 핏은 아주 맘에 들어요! 목 부분도 첨엔 이상한가? 싶었는데 자연스럽게 주름생겨서 좋더라구요! 보풀이 잘 생길 것 같은 부들부들한 재질이라 걱정했는데 아직 (4번 입은 후인데) 아직까진 괜찮네용! 다만 사진으로 보시는 것 처럼 팔부분이 세모 모양처럼 뾰족해지는데 약간 울어서 매번 펴줘야한다는 게 아쉬워요ㅠㅜ,Free
룽지몬,상위 10%,24.10.10,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,162,49,55,지난 명절과 친구 결혼식에 입을라고 구매했는데 아주 잘 입었어요! 색도 베이지 화면과 같고 은근 고급스러워보여 자주 손에 갈거 같아요! 흐물흐물하지 않고 쫀쫀해서 몸매보정도 되고 날씬해보여서 좋았습니다!,Free
g2b7Cz74,상위 30%,24.10.09,베이지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,165,60,66,"가격대비 질이 좋은 편인 것 같아요! 색상 화면이랑 똑같구요 재질 보들 도톰해서 가을이너로 좋습니당

아쉬운 점은 앞뒤 구분이 좀 어렵고 목이 약간 졸리는 느낌이 들어용 뱃살부각 약간 있습니다~",Free
