아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
IMvXxqC8,상위 10%,24.09.11,블랙(black),2[77~88],작아요,보통이에요,화면과 비슷해요,,,,"빅톨리아님 후기 보고 구매했습니닷,,ㅎㅎ 후기처럼 2사이즈가 77-88이지만 66에게 살짝 여유있는 핏으로 맞습니다..! 넥파임이 깊은 듯하지만 촉감도 부드럽고 이너로도 단독으로도 휘뚤마뚤 입기 좋아요~~",2[77~88]
pRuoJal0,,24.09.11,기본 아이보리(ivory),2[66~77],정사이즈예요,아주 만족해요,화면과 비슷해요,171,66,,인스타 릴스보고 샀는데 진짜 너무나도 만족합니다... 생각보다 목부분이 많이 파이기는 했지만 핏도 예쁘고 정당히 달라붙는 핏이라서 좋아요 그리고 팔도 많이 안짧아요!! 완전 쫀쫀한 느낌이라서 저는 여름에 완전 교복 마냥 입고 다녔움다... 깔별로 쟁이고 싶을 정도..,2[66~77]
9GWxZqO9,상위 15%,24.09.09,크롭 아이보리(ivory),3[88~99],정사이즈예요,보통이에요,화면과 비슷해요,169,54,66,"딱 가격정도의 질!
핏 도라방스 에바
66도 근본 흰청조합 쌉가능
이거 입고 밑에 워싱부츠컷 입으면 누가 날 60키로대로 볼까요… 그치만 10번 정도 입으면 새로 하나씩 쟁어야해요 보풀이 너무 금방 생겨요ㅠㅠ
그래서 전 두번째 구매하러 갑니다 ㅎㅎ",3[88~99]
9GWxZqO9,상위 15%,24.09.09,크롭 블랙(black),3[88~99],정사이즈예요,보통이에요,화면과 비슷해요,169,54,66,"딱 가격정도의 질!
핏 도라방스 에바
66도 근본 흰청조합 쌉가능
이거 입고 밑에 워싱부츠컷 입으면 누가 날 60키로대로 볼까요… 그치만 10번 정도 입으면 새로 하나씩 쟁어야해요 보풀이 너무 금방 생겨요ㅠㅠ
그래서 전 두번째 구매하러 갑니다 ㅎㅎ",3[88~99]
cVl4PJfP,,24.09.02,블랙(black),3[99~110],정사이즈예요,아주 만족해요,화면과 비슷해요,161,60,55,블랙은 사진이 없지만 ㅠ 흰색과 색상 제외 모든 부분 똑같아요! 시원하고 핏도 너무 예뻐요!! 살짝 많이 파여있어서 조금 조심하면 좋을 듯해요! 길이도 적당하고 좋습니다 잘 잡아줘요 ㅎㅎ,3[99~110]
iLcVm1hL,,24.08.29,기본 블랙(black),3[88~99],정사이즈예요,보통이에요,화면과 비슷해요,168,,88,사실 이게 넥 라인이 많이 벌어져 있어서 팔뚝살 많은 저한테는 솔직히 어깡처럼 보여요.. 제가 전에 리리앤코에서 이걸 샀는지 다른 제품을 샀는지 잘 모르겠는데 전에 샀던거랑 재질이 똑같아요. 그렇다는건 이것도 옷이 금방 닳고 세탁기 몇번 돌리면 보풀이 일어난다는 걸까요..?ㅠㅠ 하지만 여러분 이건 싼맛에 사기 아주 좋습니다. 가격만큼은 뽕 뽑아요 그리고 보풀 일어나면 집에서 입으면 되잖아요?? 가격이 아까운 제품은 아니지만 오래 입을 생각하시는 분들에겐 비추!,3[88~99]
uOFWtJqO,,24.08.27,기본 아이보리(ivory),3[88~99],정사이즈예요,아주 만족해요,화면과 비슷해요,161,68,77,"완전 예쁘고 날씬해보임..3키로정도는 빠져보이는듯ㅋㅋ3사이즈가 88-99라는데 그 정도는 아닌것 같음(좀 작게 나온듯 6677이 넉넉하게 입을 수 있는 정도??) 
많이 파져있다길래 걱정했는데 나한테는 딱 시원하고 목 길어보이는 정도였다 숙일때는 좀 조심하긴 해야할듯
얇은 두께이긴한데 약간 골지?느낌이라 더위 많이 타면 좀 더울 것 같기도..",3[88~99]
ibU0CHXE,,24.08.25,기본 소라(sora),2[66~77],정사이즈예요,아주 만족해요,화면과 비슷해요,159,63,66,화면과 비슷한 색이고 파스텔톤의소라색은 아니고 그거보다는 조금 어두운편이긴해요 그래도 소라색이 엄청어두운편은 아니라 걱정안하셔도될거같고 베이직티라 어디에든 입어도 좋고 소재도 얇은편이고 너무붙지않아서 좋아요!!,2[66~77]
FcIA2NaE,상위 30%,24.08.22,배색 아이보리(ivory),3[88~99],정사이즈예요,아주 만족해요,화면과 비슷해요,173,80,88,"173cm 80kg 상체비만체형 현실핏입니다.
상세사이즈표에 있는 치수 그대로고,
생각보다 재질이 탄탄하고 보드라워서 만족했어요!!
뱃살은 하이웨이스트 치마 등에 넣입하면 얼마든지
가릴 수 있어서 오히려 옆구리라인 적당히 핏되는게
좋았어요bb 파임도 적당하고 시원해보여서 대만족❤️",3[88~99]
rgaCr2JN,,24.08.22,기본 아이보리(ivory),3[88~99],정사이즈예요,아주 만족해요,화면과 비슷해요,164,82,77,"나시에 덧대어 입기 위해 소매가 조금 길었으면 했는데 딱 적당하고 옷 자체가 쫀쫀한 느낌이라 편하게 입을 수 있습니다!
다만 목 부분이 생각보다 많이 내려와있어서? 파여있어서 조금 예상과 달랐어요",3[88~99]
jamjam,상위 5%,24.08.16,크롭 아이보리(ivory),1[44~55],정사이즈예요,보통이에요,화면과 비슷해요,160,43,44,셔츠 안에 입으려고 크롭 사이즈로 주문했습니다 약간 땀이나면 잘 달라붙고 더운 느낌이 나는 천이지만 단독으로 입을거라면 여름에도 크게 나쁘진 않을듯 싶네요.. 그냥 정말 딱 생각했던 그대로의 디자인과 핏이라서 적당히 만족했습니다 !!,1[44~55]
UJk6PWkt,,24.08.03,아이보리(ivory),2[77~88],정사이즈예요,보통이에요,화면과 비슷해요,158,55,66,그냥 싼 가격에 잘 산 거 같아요 퀄리티는 딱 가격만큼 해요 엄청 자주 입어서 세탁기 많이 돌렸는데 입다보니 약간 보풀도 생기는 편이고 많이 입어서 그런지 겨드랑쓰에 빵구 뚫림..ㅋ저는 상비는 아닌데 가슴이 있어서 2사이즈로 했는데 확실히 조금 크긴 했음 싼 가격에 뽕 많이 뽑은 거 같아요 굿,2[77~88]
A9NJ1yhn,상위 15%,24.07.31,기본 아이보리(ivory),2[66~77],정사이즈예요,아주 만족해요,화면과 비슷해요,156,51,55,"딱 기본티의 정석이여요.
목이 뚫려 있고 팔이 좀 길어서 날씬해보입니다 ^_^
짧다는 리뷰가 있어서 짧나? 싶었는데 생각보다 길구
딱 붙는 느낌은 아니라서 좋은 거 같아용~
딱 붙게 입고 싶으시면 1 사이즈 추천합니다",2[66~77]
LzOgzJBL,상위 10%,24.07.30,아이보리(ivory),3[99~110],생각보다 커요,보통이에요,화면과 비슷해요,162,56,66,2로 사면 팔쪽이 불편할것같아서 사이즈 업해서 시켰는데 팔부분은 조금 넉넉하게 남았구요 이게 생각보다 너무 많이 파여져 있는데 파여진부분이 흐물흐물?거려서 저보다 키큰사람이 저를 내려다 봤을때 브라+가슴 보이고요.. 숙이면 슴가 다보여유ㅜ 그래서 사놓고 딱 1번밖에 못입었어요.. 일반 반팔티보다 파여진건 알았지만 이렇게까지 파진건 상상도 못했어서.. 예.. 많이 아쉽습니다🥲,3[99~110]
bokj****,,24.07.28,크롭 아이보리(ivory),2[66~77],정사이즈예요,아주 만족해요,화면과 비슷해요,163,65,66,이전에 구매했는데 정말 잘 입다가 너무 자주 입어서인지 보풀이 발생해 재구매합니다. 쫀쫀하고 무엇보다 속옷이 비쳐지는 편이 아니라 넘 만족스러워요. 보풀이 좀 잘 일어나는데 장점이 너무 뚜렷해서 차라리 몇개 더 쟁여놓자는 마인드입니다 ㅎ,2[66~77]
bokj****,,24.07.28,크롭 소라(sora),2[66~77],정사이즈예요,아주 만족해요,화면과 비슷해요,163,65,66,이전에 구매했는데 정말 잘 입다가 너무 자주 입어서인지 보풀이 발생해 재구매합니다. 쫀쫀하고 무엇보다 속옷이 비쳐지는 편이 아니라 넘 만족스러워요. 기장도 넘 제 스타일..ㅎㅎ 소라색은 첫 구매인데 화이트 하의에 정말 잘 어울려욯ㅎㅎ 진짜 맘에 듭니당 !,2[66~77]
dahy******,상위 10%,24.07.19,기본 아이보리(ivory),4[110~120],작아요,아주 만족해요,화면과 비슷해요,167,75,77,"저는 77인데 4사이즈 입으니까 맞아요!!!
이런 기본티가 없어서 시켰는데 너무 좋아요...🥹🥹
생각보다 넥라인이 많이 파여있어서 어깨쪽으로 넘기면
승모근이 보이지만 머리카락으로 가려야죵^^
배송도 하루만에 와서 이럴 줄 알았으면
블랙도 살 걸 그랬나봐요
완전 강츄!!👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",4[110~120]
jane****,상위 10%,24.10.26,기본 아이보리(ivory),4[110~120],생각보다 커요,보통이에요,화면과 비슷해요,160,55,55,"몸에 붙는게 싫어서 큰사이즈로 구매했더니 넥라인이 좀 커서 단독으로 입으면 너무 파여서 불편했어요
하지만 촉감좋고 레이어드해서 입으면 괜찮았어요",4[110~120]
yado******,상위 30%,24.10.23,기본 블랙(black),3[88~99],정사이즈예요,보통이에요,화면과 비슷해요,167,67,66,화이트 색상 구매해서 입어보고 괜찮아서 블랙사이즈로 재구매 했어요 부들부들거리는 재질이여서 군살이 많이 부각될줄알았는데 심하지않아서 좋네요,3[88~99]
DHCsGdc6,상위 30%,24.09.22,크롭 아이보리(ivory),3[88~99],정사이즈예요,보통이에요,화면과 비슷해요,157,62,55,팔뚝도 널널하고 길이감도 적당해서 편해요. 얇아서 비침 조금 있고 목라인이 생각보다 깊게 파여있어요. 유교걸들은 조금 불편할수도,3[88~99]
sbw47r0C,,24.08.25,크롭 아이보리(ivory),2[66~77],정사이즈예요,아주 만족해요,화면과 비슷해요,158,56,66,"같은걸로 검정색 1개 화이트1개 샀는데 요즘 제 교복입니당!!!
빨아도 보풀 안일어나고 건조기 돌려도 처음 산 그대로에요!! 이거 입고 살 많이 빠진 것 같다는 이야기도 많이 들았어요 ㅎㅎㅎㅎ",2[66~77]
sbw47r0C,,24.08.25,크롭 블랙(black),2[66~77],정사이즈예요,아주 만족해요,화면과 비슷해요,158,56,66,"같은걸로 검정색 1개 화이트1개 샀는데 요즘 제 교복입니당!!!
빨아도 보풀 안일어나고 건조기 돌려도 처음 산 그대로에요!! 이거 입고 살 많이 빠진 것 같다는 이야기도 많이 들았어요 ㅎㅎㅎㅎ",2[66~77]
INEVE7,,24.09.04,아이보리(ivory),2[77~88],정사이즈예요,보통이에요,화면과 비슷해요,162,58,66,"보풀 일어나면 잘 보이긴 하지만 너므너무 이뻐요 몸매 보정도 잘되고 딱붙는 면티가 아니라 속옷같은 느낌도 없고! 허리는 잡아주는데 딱붙진 않아서 너무너무 만족함미다- 다만 보풀이 조금 잘 일어날뿐,,, 감안하고 살만큼 이쁘요",2[77~88]
INEVE7,,24.09.04,블랙(black),2[77~88],정사이즈예요,보통이에요,화면과 비슷해요,162,58,66,"너므너무 이뻐요 몸매 보정도 잘되고 딱붙는 면티가 아니라 속옷같은 느낌도 없고! 허리는 잡아주는데 딱붙진 않아서 너무너무 만족함미다- 다만 보풀이 조금 잘 일어날뿐,,, 감안하고 살만큼 이쁘요",2[77~88]
y3Q5MDUr,,24.08.02,기본 아이보리(ivory),3[88~99],정사이즈예요,아주 만족해요,화면과 비슷해요,159,61,66,"살빼조님 추천으로 구매했는데요 너무 만족이에요!
넥라인 깊고+적당히 붙고+팔은 널널한 티를 찾고 계시다면 여기입니다!
저는 159에 61kg구요 66사이즈 입숩니다
웬만해서 이런 티는 팔이 너무 끼는데요
이건 진짜 팔이 넘 예쁘게 맞아 떨어져요ㅠㅠ감동
흉통 큰 편인 66분들은 3사이즈 추천 드립니다!",3[88~99]
수달미,,24.07.24,기본 블랙(black),1[44~55],작아요,보통이에요,화면과 비슷해요,164,63,55,"무난하게 입을 기본탬이없어서 찾아보다 구입했어용 무난하게 손많이가는 옷입니당, 색깔도 사진이랑 똑같아요! 
흰색은 배에힘빡줘야댈거가타요ㅎㅋ",1[44~55]
수달미,,24.07.24,기본 아이보리(ivory),1[44~55],작아요,보통이에요,화면과 비슷해요,164,63,55,"무난하게 입을 기본탬이없어서 찾아보다 구입했어용 무난하게 손많이가는 옷입니당, 색깔도 사진이랑 똑같아요! 
흰색은 배에힘빡줘야댈거가타요ㅎㅋ",1[44~55]
QEOFaChy,상위 30%,24.07.22,블랙(black),2[77~88],생각보다 커요,보통이에요,화면과 비슷해요,152,57,55,"154/56 가슴은 크고, 어깨는 좁은편입니당 옷 자체 스판끼 전혀 불편하지 않구요 편하고 기분좋게 핏됩니당 어깨선이 생각보다 넉넉해서 저한테는 쪼금 크다고 느껴지지만 평균적으론 괜찮은 것같아요!",2[77~88]
QEOFaChy,상위 30%,24.07.22,아이보리(ivory),2[77~88],생각보다 커요,보통이에요,화면과 비슷해요,152,57,55,"154/56 가슴은 크고, 어깨는 좁은편입니당 옷 자체 스판끼 전혀 불편하지 않구요 편하고 기분좋게 핏됩니당 어깨선이 생각보다 넉넉해서 저한테는 쪼금 크다고 느껴지지만 평균적으론 괜찮은 것같아요!",2[77~88]
sCfJquWB,,24.07.17,크롭 아이보리(ivory),2[66~77],정사이즈예요,보통이에요,화면과 비슷해요,160,61,66,"저렴하고 매우 잘입고있습니다 
목 라운드 넓어서 너무 좋고 잘늘어나요
좀 크롭이긴한데 바지 하이웨스트로 입으면 딱임
이염되어서 하나 더 그냥 사버렸어요
몇개 더 쟁여야하나... 품절안돼 절대막아",2[66~77]
YDf256NV,상위 20%,24.07.17,기본 블랙(black),3[88~99],정사이즈예요,보통이에요,화면과 비슷해요,162,58,55,아이보리 소라 먼저샀다가 너무 잘입고있어서 블랙 추가 구매했어용 근데 같은 기본으로 샀는데 길이가 좀 다른거같아요 그래도 가격대비 재질도 핏도 너무 좋아서 또 재구매할의향있습니다 ㅎㅎ,3[88~99]
zRDinGh4,상위 25%,24.12.11,크롭 아이보리(ivory),3[88~99],정사이즈예요,아주 만족해요,화면과 비슷해요,158,55,55,여름 가을에 단독으로 입거나 이너로 입어줬는데 진짜 말라보이고 넘 예쁜 엇입니다! 단점은 질이 그닥 좋지 않다는 거ㅜ 넘 자주 입고 빨면 보풀 나요ㅠㅜ 그래도 장점이 더커서 자주 산 옷이에요!,3[88~99]
zRDinGh4,상위 25%,24.12.11,크롭 블랙(black),2[66~77],정사이즈예요,아주 만족해요,화면과 비슷해요,158,55,55,여름 가을에 단독으로 입거나 이너로 입어줬는데 진짜 말라보이고 넘 예쁜 엇입니다! 단점은 질이 그닥 좋지 않다는 거ㅜ 넘 자주 입고 빨면 보풀 나요ㅠㅜ 그래도 장점이 더커서 자주 산 옷이에요!,2[66~77]
zRDinGh4,상위 25%,24.12.11,크롭 아이보리(ivory),3[88~99],정사이즈예요,아주 만족해요,화면과 비슷해요,158,55,55,여름 가을에 단독으로 입거나 이너로 입어줬는데 진짜 말라보이고 넘 예쁜 엇입니다! 단점은 질이 그닥 좋지 않다는 거ㅜ 넘 자주 입고 빨면 보풀 나요ㅠㅜ 그래도 장점이 더커서 자주 산 옷이에요!,3[88~99]
zRDinGh4,상위 25%,24.12.11,크롭 블랙(black),3[88~99],정사이즈예요,아주 만족해요,화면과 비슷해요,158,55,55,여름 가을에 단독으로 입거나 이너로 입어줬는데 진짜 말라보이고 넘 예쁜 엇입니다! 단점은 질이 그닥 좋지 않다는 거ㅜ 넘 자주 입고 빨면 보풀 나요ㅠㅜ 그래도 장점이 더커서 자주 산 옷이에요!,3[88~99]
ㅇㅅㅇ33,상위 30%,24.11.29,크롭 아이보리(ivory),1[44~55],정사이즈예요,아주 만족해요,화면과 비슷해요,,,,유교걸이라 이렇게 넥 많이 파인거 처음 입어보는데 생각보다 핏 좋아서 놀랐어요 168/57정도 되는데 완전 딱 맞아서 만족합니당 근데 아무래도 거의 어깨까지 파여 있어서 속옷 입기가 불편했네요...ㅜㅠ,1[44~55]
6mnbd0Ny,,24.11.06,기본 블랙(black),3[88~99],정사이즈예요,아주 만족해요,화면과 비슷해요,162,80,88,"동생 결혼식이 이써어서 구입랫어요
리리앤코옷은 늘 마음에 듭니당❤️❤️
이쁜옷 많이만들어주세용~~|| 

가슴이 큰편이라 사이즈를 큰거 주문했는데
라인도 이쁘게 잘맞아요 
날이 추워져서 입기도 딱 맞네용",3[88~99]
ObjQRoU4,,24.09.15,기본 아이보리(ivory),2[66~77],정사이즈예요,아주 만족해요,화면과 비슷해요,,,,블랙이 너무 마음에 들어서 샀는데 블랙이랑은 재질이 좀 다른 것 같아요 그래도 생각한 핏은 나와서 만족합니다 하늘색도 예뻐서 추천합니당,2[66~77]
도랏,상위 15%,24.09.06,기본 아이보리(ivory),4[110~120],정사이즈예요,아주 만족해요,화면과 비슷해요,160,95,33 이하,"흰색두개 구매했는데 후회중 이에여…. 더 쟁일걸.. 쫀쫀하고 날씬해보여 요!! 
팔이 살짯 짧은거같지만 가격대비 질감이랑 소재 짱짱이에요 사이즈가 품절이라서ㅠㅜ아쉬워요",4[110~120]
도랏,상위 15%,24.09.06,기본 블랙(black),4[110~120],정사이즈예요,아주 만족해요,화면과 비슷해요,160,95,33 이하,"흰색두개애 검정하나 구매했는데 후회중 이에여…. 더 쟁일걸.. 쫀쫀하고 날씬해보여 요!! 
팔이 살짯 짧은거같지만 가격대비 질감이랑 소재 짱짱이에요 사이즈가 품절이라서ㅠㅜ아쉬워요",4[110~120]
jA6lsrrm,,24.09.02,크롭 블랙(black),4[110~120],정사이즈예요,아주 만족해요,화면과 비슷해요,155,49,55,"여름에 정말 자주 입고 다니는 반팔 입니다!
검정,화이트,소라 샀습니다!
편하게 입고 싶으면 한사이즈 업 추천 합니다!
재질은 부들부들 합니다ㅎㅎ",4[110~120]
NvsPs0R6,,24.08.31,크롭 아이보리(ivory),2[66~77],정사이즈예요,아주 만족해요,화면보다 어두워요,167,60,55,"진짜로 저 이거 거의 맨날 입고 다녀요ㅠㅠ
재구매 할거에요… 허리 잘 잡아주고 팔뚝살 완전 가려줌… 길이도 적당하고 핏 개이뻐요
인스타 릴스보고 샀는데 걍 개존예💗💗",2[66~77]
AKd9OemH,,24.08.26,기본 블랙(black),3[88~99],정사이즈예요,아주 만족해요,화면과 비슷해요,,,,검정 하양 소라 깔별로 샀는데 무난하게 기본템 이뻐요! 가격도 좋고 완전 딱붙핏을 원한 건 아니라 넉넉하게 샀는데 한 사이즈 업을 추천합니당,3[88~99]
AKd9OemH,,24.08.26,기본 소라(sora),3[88~99],정사이즈예요,보통이에요,화면과 비슷해요,,,,검정 하양 소라 깔별로 샀는데 무난하게 기본템 이뻐요! 가격도 좋고 완전 딱붙핏을 원한 건 아니라 넉넉하게 샀는데 한 사이즈 업을 추천합니당,3[88~99]
AKd9OemH,,24.08.26,기본 아이보리(ivory),3[88~99],정사이즈예요,아주 만족해요,화면과 비슷해요,,,,검정 하양 소라 깔별로 샀는데 무난하게 기본템 이뻐요! 가격도 좋고 완전 딱붙핏을 원한 건 아니라 넉넉하게 샀는데 한 사이즈 업을 추천합니당,3[88~99]
ibU0CHXE,,24.08.25,배색 소라(sora),1[44~55],정사이즈예요,아주 만족해요,화면과 비슷해요,159,63,66,고민중이신분들 꼭 사세요! 기본템에 티도 예뻐서 사이즈가 없을정도에요ㅠㅠ 여름철 입기좋고 배송도빠르고 붙지않아서 더 좋아요 어느하의든 받쳐입기좋슴니다~~,1[44~55]
9g851fWn,,24.08.17,기본 아이보리(ivory),3[88~99],정사이즈예요,보통이에요,화면과 비슷해요,168,68,77,두개 같이샀는데 재질도 그렇고 핏도 그렇고 저는 유넥이 더이쁘더라구요! 스퀘어넥은 어깨쪽이 좀 어정쩡한느낌..? 휘뚜루마뚜루 잘입읗게오,3[88~99]
HTIRRkBN,,24.08.16,배색 아이보리(ivory),3[88~99],정사이즈예요,아주 만족해요,화면과 비슷해요,164,50,55,단독으로 입어도 핏 너무 예쁘고 이너로 입기도 좋아요! 팔뚝 커버 가능하고 길이도 크롭 기장이 아니라서 부담스럽지않게 단독 착용 가능해요💖,3[88~99]
HTIRRkBN,,24.08.16,배색 소라(sora),3[88~99],정사이즈예요,아주 만족해요,화면과 비슷해요,164,50,55,여름이라 기본티 무채색 계열 옷 말고 다른 컬러 사려고 알아보다가 소라 컬러도 있어서 구매해봤는데 맘에 드네요🩵 컬러별로 다 쟁이는 중🫶🏻,3[88~99]
