아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
돈도없는데계속사네,상위 15%,24.10.10,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,157,48,44,핏 보려고 잠옷 위에 입어서 사진은 정말 별로인데 옷은 예뻐요. 제 키 기준 모양 잡으면 골반 위고 다 펴서 입으면 골반 아래까지 옵니다. 도톰해서 아직은 못입고 다녔는데 곧 입고 다닐 수 있을거 같아서 기대돼요☺️ 저는 열이 많은 편이라 안에 긴팔이나 목티 껴입으면 초겨울까지도 단독으로 입을 수 있을거 같고 한겨울에도 패딩 안에 잘 입고 다닐거 같아요!,Free
chan******,,24.09.03,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,171,51,44,"핏이 정말 마음에 듭니다. 소매부터 빵실거려서 약간 아방한 느낌ㅋㅋ
기모 있어서 가을 겨울에 단독으로나 아님 셔츠랑 같이 해서도 잘 입을 거 같네요.
색깔 뭐할까 고민하다가 회색이 여기저기 잘 쓰일 거 같아서 그레이로 보냈네요.
키 171인데 아래 벤딩부분이 배꼽?에는 오는 거 같아요 적당한 크롭",Free
대머리독수리,상위 30%,24.12.07,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160,58,55,넘 예뻐요. 이런 스포티한 맨투맨갖고싶었고 고릴라핏 좋아하는데 굳 ... 생각보다 소매 밑단 시보리 쨘쨘하다랄까? 좋습니당 매우매우,Free
x7RMx7qB,,24.11.26,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"징짜 마음에 들어요!! 화면과 같아요ㅎㅎ
브이넥이라 좋아요
배송 엄청 빠르고용 여기서 여러 개 샀는데 다 마음에 듭니다!!

+ 엥 ㅜㅜㅜ 속에 있는 보풀 장난아니에요...",Free
LpVLCsQG,,24.03.21,백메란지,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,151,43,44,"151에 45키로에요
생각보다 품이 큰데 소매와 밑단이 탄탄해서 핏이 예쁘네욤 예쁘게 잡아줘요
근데 카고바지랑도 입어봤는데 이 맨투맨은 치마랑 입눈게 정말 예쁘네욤 ㅎㅎ 완전 두툼하고 탄탄하고 오래입을수있을것같아요!",Free
ekdu******,,24.03.15,백메란지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,168,53,55,"168 기준 배꼽?골반 정도 기장이라 무작정 큰 맨투맨 느낌은 아닙니다!ㅎㅎ
색도 너무 예쁘고 브이넥이라 맨투맨의 투박함을 좀 잡아준 느낌이 들고 안에 기모도 폭닥하니 좋았어요!다만 옷을 처음 꺼냈을 때 실밥 정리가 좀 필요했는데 이정도는 괜찮았습니다!
제가 보통이라고 평가한 이유는 밑단 시보리 때문인데요!짱짱한 건 좋지만 너무나도 짱짱해서 약간 허리가 조이는 느낌을 받아서 아쉬운 느낌이 들었습니다!사진과는 달리 좀 더 조였던 느낌이었어요!",Free
sa21Ofq8,상위 10%,24.03.14,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,156,42,44,"생일이 22일이라서 고른 옷인데 디자인, 핏, 색깔, 따뜻함까지 너무 마음에 들어요🩶 진짜 땀날만큼 포근하고 살에 닿는 기모가 넘넘 부드러워요!! 오트밀이랑 그레이 둘 다 했는데 그레이는 스포티하면서도 깔끔하고 세련된 느낌도 나서 오트밀이랑 되게 다른 매력이고 이뻐요🥰 그리고 아방하고 동그란 핏이 진쨔 귀엽습니당!!",Free
sa21Ofq8,상위 10%,24.03.14,오트밀,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,156,42,44,제 생일이 22일이라서 보자마자 구매했어요!! 양기모 재질을 너무 좋아해서 그런 옷들이 많은데 이건 그 수많은 옷들 중에서도 양기모 퀄리티가 손에 꼽을 만큼 좋아요..🥹🤍 완전 땀날만큼 도톰하고!! 핏도 정말정말 아방하고 귀여워요 오트밀 색상은 실제로 받아보면 더 밝고 흐릿?!합니다 다만 라인 색깔이 진한 초코라서 포인트되고 이뻐요!!🤎,Free
SQDunn5S,상위 5%,24.02.28,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161,44,44,"평소에 편하게 입을 맨투맨 찾다가 디자인 예쁜데 가격도 착하길래 바로 구매해봤는데 너무 예뻐요!! 
브이넥이라 답답하지도 않고 시보리도 짱짱해서 핏이 되게 예뻐요 ㅎㅎ 너무 과하지 않은 예쁜 기장의 크롭이라 하의 매치하기도 쉽고 다른색도 재구매하고싶네용!",Free
tlphlEaR,,24.01.28,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,162,42,44,"옷은 너무 예쁘고 다 좋은데요 이염 때문에 별 하나 뺐어요
다 뜯기도 전에 이염 발견했어요 겉에 포장 비닐에 이물질이 붙어있고 옷에는 뭔지도 모르겠는 이염이 있는데 굳어서 긁으니 긁혀나옴 검수좀 똑바로 해주세요 ㅠ
교환하기 귀찮아서 그냥 대충 세탁해서 입을라구요",Free
ersi***,,24.01.21,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,162,56,55,"진짜 모델컷이랑 똑같은 색감의 맨투맨이라 너무 마음에 들어요🥰
브이넥 오버핏은 처음인데 생각보다 진짜 괜찮네요
기장은 너무 길지는 않은 기장이라 예쁘게 입으려면 골반쯤에 걸쳐지게 되는 거 같아요
베이델리에서 얼마전에 샀던 팬츠랑 같이 입었는데 브라운 색감이 똑같아서 누가보면 세트인 줄 알겠어요ㅋㅋ
배송 왔을 때 냄새도 하나도 안났고 실밥 정리도 꼼꼼하게 되어있었어요
이런 퀄리티 좋은 양기모 맨투맨 저렴하게 산 거 같아서 기분 좋아요🤎",Free
L2PTuxU5,,25.01.11,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158,53,55,"쿠팡인줄요 ㅎ 배송엄청 빠르네요
옷 퀄리티가 너무 좋아요
맨투맨이 탄탄하고 두께감있고 뭣보다 디자인이 넘이뻐요 ㅎㅎ 하자없구 화면이랑 색상도 똑같아요!!
즐겨찾기에 추가했어요
봄옷도 예쁜거 많이나왔음 좋겠어요 역시 리뷰보고 사길잘했어요👌🏻",Free
leeh******,상위 15%,25.01.11,백메란지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158,65,66,"멜란지 컬러 좋아해서 샀는데 정말 귀여워요. 
아주 크롭도 아니라서 청바지에 입으니까 기장감도 딱 좋게 떨어져서 손이 자주 갈 것 같아요. 
안에 기모도 도톰하고 부드러워서 겨울 동안 교복처럼 입을 수 있을 것 같아요!",Free
nlih2Exi,상위 10%,25.01.09,오트밀,FREE,생각보다 커요,보통이에요,화면과 비슷해요,160,59,55,기존에 베이델리 기모 트레이닝 바지 깔별로 너무 편하구 따뜻하게 잘 입구 있어서 맨투맨도 한번 사봤어여. 갈색 바지랑 짱 잘어울려요. 기모 일단 따뜻하고요. 핏은 좀 어정쩡해요. 소매 너무 길어서 손 나오면 좀 오랑우탄 같아집니다. 그리구 젤.. 슬펐던 건 전면 레터링에 오타가 있어요ㅎ felling 이 뭘까요 ㅠㅎ 근데.. 겨드랑이로 들어가는 부분이라 잘 안보여서 그냥 입을래요 요즘 넘 추워서요,Free
에솔이,상위 25%,25.01.06,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,166,49,44,"핏도 이쁘고 팔 긴거를 좋아하는데 너무딱이에요!!
네이비색 안좋아해서 처음 사는데 만족입니다!!!
기모도 보들보들한 스타일로 엄청 두꺼운건 아니지만
상의로 입기 딱 적당한 정도라고 생각됩니다",Free
GXDdwyVu,상위 15%,24.12.16,백메란지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,170,68,66,"저는 170센치에 68키로 정도여자입니당
저랑 비슷하신분들은 여리여리핏 기대하지마십쇼!
그래도 꽤나 예뻐요 ㅎㅅㅎ 
편하게 툭툭 걸치기 좋은 데일리 맨투맨
여리여리핏을 기대하고 샀지만 제 체격에는 그냥 정핏 맨투맨이예유 ㅋㅋ 팔 기장이라도 길어서 다행이예요!
따뜻하고 편해요~~ 추천",Free
P9jmW2ZP,상위 15%,24.12.08,백메란지,FREE,정사이즈예요,별로예요,화면과 비슷해요,160,55,55,받자마자 꼼꼼히 안본 제 책임이겠죠..? 받아서 세탁하고 보니 팔쪽 라인에 구멍이 나있네요..? 울세탁으로 단독으로 세탁했는데.. ^^…. 넘 맘에들어서 다른색상 하나 더 사야지 했는데 안사길 잘했다는 생각드네요.. 검수 잘좀 해주세요,Free
8QOBVXtH,상위 10%,24.12.07,백메란지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163,55,55,진짜...제 생애 이렇게 탄탄하고 속기모도 부드럽고 따뜻하고 길이까지 적당하고 짜임새까지 완벽한 맨투맨은 처음입니다.... 심지어 목도 시원하게 길어 보일 수 있게 브이넥이라서 진짜 좋습니다 색상 고민 많이하다가 두 가지 구매했는데 그레이까지 구매하고 싶어요...진짜 탄탄합니다.,Free
8QOBVXtH,상위 10%,24.12.07,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163,55,55,진짜...제 생애 이렇게 탄탄하고 속기모도 부드럽고 따뜻하고 길이까지 적당하고 짜임새까지 완벽한 맨투맨은 처음입니다.... 심지어 목도 시원하게 길어 보일 수 있게 브이넥이라서 진짜 좋습니다 색상 고민 많이하다가 두 가지 구매했는데 그레이까지 구매하고 싶어요...진짜 탄탄합니다.,Free
F3WI7mKF,,24.12.01,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,167,62,66,"일단 입었을때 진짜 따뜻해요 ! 제가 목 짧고 상체에 살이 많아서 오히려 이런 펑퍼짐한 핏은 잘 못입는데 이 옷은 크롭도 적당하고 브이넥이라서 답답해 보이지않아서 좋아요.
치마랑 입어도 예쁘고 바지랑 입어도 예쁘고 그냥 다 이뻐요 ㅎ",Free
옷사능게조아,상위 10%,24.12.01,백메란지,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,153,48,44,"스포티하고 청바지or조거팬츠에도 잘어울랴요 
브이넥이라 불편하지않고 좋아요
 아래 바지는 벨리드 바지랑 같이 매치했는데 역시 벨리드 옷 잘뽑아용 ~~~
넉넉하게 입기좋고 안감기모라서 굳굳입니당 
긐데 빨았는데도 안감에 약간 하얀털 빠지더라구요 
감안해서 입어야갤거같아요",Free
4L8dJ1Ox,상위 10%,24.11.29,백메란지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,154,42,44,"12월 배송 예정으로 떠있을 때 사서 늦게 올거라고 생각했는데, 주문하고 3일 안에? 왔던 것 같아요.
옷감이 부드럽고, 기모 적당이 도톰하고 부드러워서 자꾸 손이 가능 옷인 것 같아요! 다른 색깔도 사고 싶어요",Free
1ADe9r2D,,24.11.29,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"시보리 너무 탄탄하고 기모도 너무 따듯해요ㅠ
이번 겨울 제 교복템 각입니다
이전에 보고 이쁘네? 하고 지나친게 제 실수입니다
고민하시는 시간이 아까우니 그냥 보고 괜찮네? 하시면 그냥 사세요ㅎㅎ 브이넥도 부담없는 라인으로 떨어져서 정말 추천입니다!!",Free
하이쩨이,상위 5%,24.11.27,오트밀,FREE,생각보다 커요,보통이에요,화면과 비슷해요,161,48,55,"완전 만족이예요!
양기모라 부드럽고 맨살에 닿아도 자극이 덜해서 좋아요!!
품은 생각보다 커서 위에 겉옷을 뭘 입을까 고민했는데 덜 추울 땐 이너티랑 하나만 입어도 될 정도예요! 한겨울에는 그냥 위에 패딩입으면 딱 될 것 같아요!

소매더 조금 긴편이라 손등까지 덮어주는데 덕분에 손도 따숩게 입고 있어요🥰",Free
PgbLSiIU,상위 5%,24.11.26,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,162,56,66,사진이랑 똑같이 디자인도 이쁘고 따뜻하고 적당한 두께감이라 겨울내내 교복템으로 입을수 있을거같아요! 다만 허리부분이 조금 조이는? 핏이라 엄청 편하진 않지만 못입을 만큼 불편한 느낌도 아니라 잘 입으려구요~,Free
b.udou,상위 10%,24.11.26,백메란지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164,46,44,"기모처리 돼있는데
세탁전이라 털들이 묻어나오는데
세탁해봐야 알꺼 같아요
기모있는 옷들중에 세탁해도 계속
묻어나오는 옷들이 있는데
이건 안그러길ㅜㅜ
몸통 부분은 품이 그리 크진 않아요 !
오버핏보단 스탠다드핏이고
팔이 이렇게 길줄 몰랐는데 
길어서 손가락까지 다 덮고도 남아요 !",Free
luna****,상위 5%,24.11.25,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,159,47,44,"우선 양기모가 진짜 톡톡하게 들어가있어요 진짜 너무 좋아요.. 보통 양기모 들어간다해도 얇게 들어가있는데 진짜로 두둑허니 들어가있어요 
밴딩 부분도 두껍지않고 적당해서 핏도 예쁘게 떨어져요 ㅜㅜ 행복합니당 그리고 퀄리티가 완전 굳이에요 지금 베이델리에만 얼마를 쓰는지..감사합니다 제 옷장 채워주셔서!!",Free
blwyOCwq,상위 15%,24.11.15,백메란지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,153,57,55,작년에 샀던거 보다 안감이 뭔가 더 부들부들해진거같고 핏도 약간의 아방(군살커버가능)+적당한길이감 으로 이쁨 사는거 추천 브이넥이라 목짧요정님들 꼭 사세용 저는 브이넥+트랙이라 ㅇㅣ뻐서 삼,Free
blwyOCwq,상위 15%,24.11.15,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,153,57,55,작년에 샀던거 보다 안감이 뭔가 더 부들부들해진거같고 핏도 약간의 아방(군살커버가능)+적당한길이감 으로 이쁨 사는거 추천 브이넥이라 목짧요정님들 꼭 사세용 저는 브이넥+트랙이라 ㅇㅣ뻐서 삼,Free
ps10**,상위 5%,24.10.30,오트밀,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,164,48,55,넉넉한 사이즈로 색감도 아주 예뻐요 브라운이 입고는 싶은데 안어울리시는 분들 포인트로만 브라운이 들어가 있어서 얼굴은 화사하면서 가을 분위기 즐길수 있어요. 안에 흰티 받쳐 입으면 쿨톤도 예쁘게 입으실것 같아요. 안에 기모는 상당히 부드럽고 약간의 털날림 있지만 과하지 않아요. 옷먼지 제거용 롤러로 한번 밀어주면 될것 같아요.,Free
QNaI9MBm,상위 20%,24.11.08,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168,53,44,아주 맴에 듭니다! 시보리도 짱짱하고 길이도 넘 길지않고 기모도 보드라와요 네이비도 사고싶네용 퀄리티 좋습니다!!,Free
Us8bhDCR,상위 5%,24.11.05,네이비,FREE,생각보다 커요,보통이에요,화면보다 어두워요,161,48,55,으음.. 도톰하고 따뜻해요 저한테는 좀 컸어요 그렇게 막 예쁘다 보다는 편하겠다? 데일리로 자주 입을것 같아요 편하고 좋습니당,Free
zBmXGuJn,,24.01.11,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,157,52,55,배송받자마자 입고 나갔는데 따뜻하고 보들하고 너무 마음에 들어요! 색감도 딱 예쁜 네이비 색이라 어디든 잘 어울릴거같아요 ㅠㅠㅠ 오트밀 색상이랑 고민했는데 잘 산거같아요! 다음에 오트밀도 사야겠어요🍀,Free
SRJ5dgdV,상위 5%,25.01.07,백메란지,FREE,작아요,아주 만족해요,화면과 비슷해요,167,77,77,"만족은 합니다! 길이도 기모의 두툼함도!굿
그치만 입을때 쪼금 고무가 짱짱한건지는 모르겠지만 낑겨여 그렇다고 입었을때 작으냐 그건 아니고요 그냥 입을때 불편함 정도 조금더 야유로웠다면 좋았을꺼같아여!",Free
AoRtMFZw,상위 10%,24.12.26,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,167,,,"🔸 평범한데 예쁜 맨투맨 입고 싶어요 추천!
🔸 넉넉하면서도 허리를 살짝 잡아줘서 좋았어요! 베이델리 맨투맨은 항상 성공하는 것 같아요➰
🔸바지를 어떻게 입느냐에 따라서 달라지는 옷이에요 베이델리 바지랑 입으니까 찰떡🥺 슬랙스랑 입으면 적당히 격식 차리고 출퇴근 룩으로도 휘뚜루 마뚜루입니다.",Free
지희,상위 30%,24.12.24,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164,94,99 이상,일년만에살너무쪄서 옷 안사다가 오랜만에 쇼핑했는데 이 맨투맨이 제일 맘에 듦🫶🫶 허리 잡아줘서 예쁘다요 기모여서 따뜻할 것 같아요 근데 저 어깡인데 옷이 부해보이는 어깨라인이긴 함,Free
조제리,상위 10%,24.11.27,백메란지,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,150,48,44,"데일리+꾸안꾸 스타일로 입고 싶어 구입한 맨투맨 ,, 제 손으로 후드티는 구입했어도 맨투맨은 잘 구입 안하는데 왕왕 만족이에요 😌 브이넥이여서 안에 하얀 반팔티랑 매칭해도 예쁘고, 청바지도 예쁜데 상품설명 모델분처럼 츄리닝 바지랑 입어도 예뽀요 💙",Free
lbHt3VXe,상위 25%,24.10.15,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164,54,55,"화면이랑 똑같고 예뻐요. 자연스러운 오버핏. 다행히 어깡 느낌은 아니에여

소재는 좀 특이한데, 신축성이 전혀 없는 약간 부직포비슷한 느낌? 먼지가 엄청 많이 붙을 소재네여. 빨래할 때 조심해야할듯ㅋㅋ",Free
C7LqBSiG,상위 15%,24.10.14,백메란지,FREE,작아요,아주 만족해요,화면과 비슷해요,157,48,55,제 생각보다 숏한 길이감이지만 도톰하고 쫀쫀합니다. 기모도 촘촘하게 있어서 낮에는 더웠어요...ㅎ 그래도 밤에 하나도 안 더웠고 귀엽고 편안한 디자인이라 여러 옷에 휘뚤마뚤 입을 수 있겠어요.,Free
Jo8lmmL3,,24.03.19,백메란지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,165,51,55,"기대한것 이상으로 옷과 천의 퀄리티가 좋고, 생각했던 오버핏에 착용감도 좋아서 정말 잘 입고있습니다. 데일리 마실템 그리고 가볍게 입고나가고 싶을때 좋아요",Free
cyw5**,상위 15%,25.01.14,백메란지,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,168,56,55,백메랑 네이비랑 고민많이 했는데 어두운 옷이너무 많아서 밝은거로 샀는데 예뻐요! 편하면서 귀엽게 입고 다니기 넘무 좋은거같아요~~!! 두툼해서 따듯하고 땀나요..,Free
LNPZLd5Y,,25.01.11,오트밀,FREE,정사이즈예요,보통이에요,화면과 비슷해요,171,55,55,브이넥이 적당히 파져있어서 그냥 데일리로 입기 좋은 것 같아요! 가격대비 퀄리티가 정말 좋은 것 같아서 놀랐어요. 근데 뭔가 기장이 사알짝 애매한 것 같긴 한데 잘 입을 것 같아요,Free
gZxexEZl,상위 30%,25.01.11,백메란지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,173,54,55,"소재가 탄탄해서 오래 잘 입을거 같아요
173 기준으로 골반위로 올라오는 기장
적당한 크롭이라 맘에들어요!
다른 색상도 구매 해야겠어요",Free
cYNBd0d6,,25.01.10,그레이,FREE,생각보다 커요,보통이에요,화면과 비슷해요,159,44,44,"색감도 예쁘고 살짝 오버핏이라 예뻐요 착용감도 편해요
다만 안에 검은티 위에입고 벗으면 먼지 ? 옷털? 엄청 많이 묻어요 .. 옷자체에서 먼지가 너무 많아 그건 좀 별로예요ㅠㅠㅠㅠ",Free
spin***,상위 20%,25.01.09,오트밀,FREE,정사이즈예요,보통이에요,화면과 비슷해요,163,52,55,"배송 칼이고 기모들어서 따듯하고 
살짝 크롭이라 길이 적당하고 다맘에들어요 
대신에 아방핏 어깨깡 되는거 감안하셔야할듯 
그거빼곤 맘족",Free
bqjO6poe,,25.01.07,백메란지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,153,53,55,"너무 애같은 스타일인가 싶어서 작년부터 고민하다 산건데 너무 귀엽고 꾸안꾸할때 좋을거 같아요
153기준 허리까지오고 품은 살짝 큰데 살짝 오버핏으로 입기 좋을거 같아요",Free
rqmIUgTg,상위 5%,25.01.02,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158,55,44,기모소재가 들어있어서 따뜻할 것 같고 기장은 긴편이 아니고 살짝 크롭 느낌이 있는 것 같아서 귀엽습니다! 아주 만족스러운 맨투맨이예요^^,Free
yhgz,상위 10%,24.12.31,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,162,60,66,따땃하고 안에 무ㅓ 하나 두꺼운거 더 입어도 될정도로 사이즈 넉넉해요~ 핏ㅅ은 예쁜데 너무 마르신분들은 좀 클듯..? 그리고 기장감은 크롭입니동,Free
쏘냥냥,상위 15%,24.12.25,오트밀,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,170,50,55,생각보다 오버핏인데 예뻐서 품으려구요! 색상도 은은하니 맘에들고 기모라서 따듯할 것 같아요ㅎㅎ 22 프린팅이 좀만 위에 있었으면 더 좋았을 듯 합니당,Free
JGoktuNJ,상위 20%,24.12.21,그레이,FREE,생각보다 커요,보통이에요,화면과 비슷해요,,,,약간 럭비선수처럼 어깨가 붕하고 팔이 긴 편이에요. 핏이 좀 아쉽지만..그래도 겨울옷으로 기모가 탄탄해서 나름대로 두툼하게 입기좋아요.,Free
혜쨩,,24.12.18,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,161,55,55,안감 기모도있어서 부드럽고 따듯해여 색깔도 비슷하고물론 조금 크지만 불편함없을 사이즈라서 휘뚜루마뚜루 잘 입고 다닐거같아요 >_<✨,Free
sJQYGsUM,상위 30%,24.12.17,오트밀,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,,,,너무 귀엽고 따뜻해요ㅎㅎ 도톰해서 한겨울에도 잘 입을 것 같고 오버핏이라 편하고 귀엽습니당 프린팅 아니고 자수로 들어가 있어서 더 예뻐요,Free
