아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
RXXQ3Whb,상위 10%,24.02.20,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,157.0,60,66,"요약
니트 필요하면 무조건 추천. 출근룩.
핏 : 무난.
마른사람은 오버핏, 내몸에는 정핏.
원래 니트 안어울리는 편이라 이정도 핏이면 정말 잘건진거라고 생각합니다.
마감 : 매우 좋음.
메이드라 그런지 매우 깔끔함.
디테일 : 매우 좋음.
소매에 있는 택(?) 같은게 너무 깔끔하고 예쁨.
길이 : 골반과 허리 사이. (골반근처)
냄새 : 무난
공장? 혹은 창고 냄새가 조금 나지만 심한게 아니라서 널어두면 금방 빠질거같아요. 
무게 : 가벼운편.
두께 : 봄ㆍ가을ㆍ겨울용(아우터필수)
색감 : 검정색이라 화면과 차이없음.",Free
CfYRE2zN,,25.01.13,네이비,FREE,정사이즈예요,보통이에요,화면과 비슷해요,163.0,57,55,"네이비 컬러가 잘 받는 편은 아니지만 예뻐서 구매! 
엄청 얇진 않지만 도톰하지도 않은 그냥 저냘 두께의 니트 
안에 다른 옷 꼭 같이 입어야 할 정도
이거만 입으면 너무 춥고 예민한 피부는 까실하다고 느낄 수 있음 
적당히 분위기 있게 입을 수 있음~",Free
D6j1SwJc,,25.01.13,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,,,배송도 빨랐고 가성비있게 구매한거 같아요 오버핏이라서 하의가 뭐든 다 잘 어울리고 요즘같은 추운날씨에 딱인거같아요 셔츠랑 같이 레이어드 해서 입으니까 더 이뻐요 색깔별로 쟁여놓고 싶어요~~!,Free
XmQFVo9z,,25.01.12,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161.0,58,55,사진에 너무 색감이 안 잡혀서 최대한 보정해서 맞춰봤습니다. 평소에 상체가 크고 어깨가 넓어서 니트류 입으면 벙벙하기만 하고 예쁜 핏이 안나오는데 이건 입자마자 맘에 들었어요!! 여행 가서 잘 입을 겋 같습니당~,Free
0STiJ5mw,,25.01.12,블랙,FREE,생각보다 커요,별로예요,화면과 비슷해요,,,,제가 풍채가 좋은데 생각보다 널널했어요. 입었을때 너무 펑퍼짐해지지 않구 브이넥이랑 이런것들이 잘 나온거 같아요! 단지 재질이 좋은 것 같지는 않아요.. 대신 싸게 샀으니까 만족합니다!,Free
yam75iVf,상위 1%,25.01.08,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,70,66,"루즈핏으로 설명 보고 구매했는데
딱 생각한 느낌이예요
너무 루즈하면 오히려 더 살쪄보이고 둔해보이는데
그냥 딱 겨울에 입는 니트예요
많이 까실거리진않아요. 그렇다고 부드럽진 않습니다
티셔츠보단 확실히 니트가 따뜻해서 좋아요",Free
초코빵야,상위 5%,25.01.08,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,153.0,58,66,데일리로 입기 좋은 니트 찾고있었는데 후기도 많아서 구매해봤어요 ! 단가라 짜임이 부담스럽지않고 어디든 잘어울릴거같아 만족스럽네요! 팔도 아방하구 허리 짜임이나 핏 자체가 제가 찾던 데일리 니트입니다 굳굳! 다른색상도 사고싶어요 !!>___<,Free
vsFV5uFl,상위 10%,25.01.06,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,154.0,50,55,제가 니트입으면 어깨가 부해보이는 편인데 이 니트는 어깨선이 아래에 있어서 여리해보이고 소매랑 밑단이 짱짱하고요 브이넥부분도 두툼해서 퀄리티좋아보여요 보풀은 금방날것같아요 아래밑단이 헐렁한게아니라 딱잡아줘서 그게젤좋아요,Free
Yku9A44p,상위 5%,25.01.03,네이비,FREE,정사이즈예요,보통이에요,화면과 비슷해요,163.0,50,44,"코디가 너무 예뻐서 그대로 산 건 처음인데 그걸 베이델리가 해냈습니다✨️
니트는 보풀이 잘 인단 말이 많던데 제가 느끼기엔 오히려 딱 가격 수준인 무난한 니트였어요
핏은 너무 귀여우니까 다들 놓치지 마시길!",Free
iAB5pKm3,상위 10%,24.12.31,아이보리,FREE,생각보다 커요,아주 만족해요,화면보다 밝아요,159.0,52,55,쿨톤이고 어깨 넓어서 걱정되는 분들이 사시면 좋을것 같네요. 아이보리가 우리가 아는 아이보리보다 쿨하고 차가운 색감이라서 더 독특해요. 보풀은 조금 생길거 같지만 생기면 또 사려구요 ㅎ,Free
hp5YRpWa,상위 10%,24.12.31,네이비,FREE,정사이즈예요,아주 만족해요,화면보다 어두워요,167.0,57,55,"소재가 좋고, 아무렇게나 휘뚜루 마뚜루 입을 수 있어서 좋아요. 단정하게 코디할 때도 좋을 것 같아요. 근데 어떻게 찍어도 카메라에는 니트 색이 안담기네요,, 사진 속 색깔이 아니에요! 받으면 진한 네이비입니다!",Free
RMSqLkMd,상위 5%,24.12.28,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"아이보리랑 그레이 주문했는데 두 가지 색상 다 마음에 쏙 듭니다. 색도 예쁘고 편하고 엄청 크지도, 딱 달라붙지도 않고 적당히 딱 맞아요 마음에 듭니다 ㅎㅎ
피부 따갑게 하는 재질이 아니라 더 좋아요 아주 만족스럽습니다 다른 색도 추가로 구매해야겠어요",Free
RMSqLkMd,상위 5%,24.12.28,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,그레이 니트!☆ 색도 예쁘고 무엇보다 피부 안 따가운 재질이라 아주 만족스럽습니다. 다른 곳에서 산 니트가 온몸을 따갑게 해서ㅜㅜ 다시 찾아보고 구매한건데 너무 좋아용 코디된것처럼 셔츠도 같이 구매했는데 셔츠랑도 잘 어울리고 예쁩니다! 니트만 입어도 괜찮고 블랙도 조만간 사야겠어요~,Free
TLu10kXc,상위 15%,24.12.25,그린,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,48,55,"실제로 보면 색감이 더 예뻐요.
약간 어두운 초록인데
입자마자 얼굴이 환해지는 게 느껴졌어요.
여름쿨 가까운 뮤트톤인데 너무 잘샀어요.
잘 어울린다고 칭찬도 받은 옷입니다!
크리스마스 분위기 내기 좋았어요~~
기대 안했는데 너무 예쁩니다",Free
Z55UxiKM,상위 10%,24.12.20,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,178.0,60,66,같은 옷 다른 색상 그린보다 훨씬 폼 넓고 좋아요! 팔길이도 다른 색상보다 더 많이 긴듯해요! 평소 상의 66입는데 손의 반을 다 덮어요!!,Free
good1215,상위 20%,24.12.18,레드,FREE,정사이즈예요,보통이에요,화면보다 밝아요,,,,니트처럼 부드럽다기보단 약간 면같은 소재긴하지만 컬러가 너무 만족해요. 톤다운 레드 찾았는데 후기에서 사진보다는 실물이 톤다운 레드라서 예쁘다는 말이 많더라구요 ㅋㅋ 이거 색감 진짜 예쁜데 쨍하게만 찍히는게 아쉽네요ㅠㅠ 강추합니다.,Free
sghl*****,상위 10%,24.12.17,네이비,FREE,정사이즈예요,보통이에요,화면과 비슷해요,167.0,71,,"이번 겨울나기 딱 좋은 니트인거같아용 
저는 상비라서 살집이 있는 사람이라서 딱 맞아요! 안에 셔츠 받쳐 입었는데 괜찮더라구요~ 슬쩍슬쩍 늘려 입을거구요(ㅋㅋ) 소재도 나쁘지않은거같고 색깔도 이뻐요 ^^ 
사진에 겉에 검정색 내부랑 비교하시면 될거같아요 낮에 바깥에서 찍은 사진입니다~!",Free
Fj1k01pE,상위 5%,24.12.10,레드,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,154.0,45,44,색감 너무 예뻐요!! 기대한 그대로임 색 이뿌다고 칭찬 엄청 들어서 너무 조았어요.. 촉감도 까끌거리지 않아서 단독으로 입기에도 무리 없고 넥라인도 딱 시원하게 드러나서 맘에들엇음 크리스마스 딱 대 주인공은 나다,Free
aA7634ew,상위 10%,24.12.09,아이보리,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,165.0,57,55,베이델리 옷은 실패도 없고 핏도 늘 제가 원하는 기대하던 핏으로 나와서 만족스러워요! 후기들에 써있는 것처럼 아이보리지만 약간 푸른 빛이 도는 컬러가 믹스되어 있어 더 유니크히고 예뻐요,Free
YoY,,24.12.08,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,50,44,"기장부터 소재 디자인까지 너무 다 맘에 들어서 요즘 제일 잘 입고 다니는 옷입니다ㅠㅠ
블랙 색상이라 많이 입게 되면 먼지나 보풀이 잘 보일 것 같은데 그럼 또 구매할 거에요..🩷 너무 이뻐요ㅠㅠ",Free
jxvHYWf0,상위 15%,24.12.05,레드,FREE,생각보다 커요,아주 만족해요,화면보다 어두워요,,,,"코디컷이 아니라 맨아래 니트 상품컷 사진 참고해서 빨간색 구매했습니다 상품컷으로는 다홍과 레드 그 사이 어딘가 색이라고 생각했는데 생각보다 어둡고 탁한 레드가 조금 당황했어요
그렇지만 제 체형으로도 넉넉한 니트 핏이라 연말 기념으로 입기에 무난해 품고가려합니다! 근데 실오라기 정리는 좀 해야할 것 같아요",Free
Ive7rDPo,상위 20%,24.12.04,레드,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,50,55,"색상은 사진보다 조금 톤다운된 레드여서 예뻐요.
너무 쨍한 레드면 맘에 안들었을텐데 딱 예쁜 레드예요.
바지나 스커트 아무데나 걸쳐도 잘 어울리고 끼지않고 편해서 너무 맘에 들어요. 요즘 잘 입고 다니고 있어요.",Free
몌,상위 20%,24.12.03,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,54,55,2년 열심히 입다가 보풀 많아져서 버리고 재구매 했습니다! 핏이 정말 너어어무 맘에 들고 색도 맘에 들어서 저의 최애 니트에요ㅠ 이번에 산거 입을만큼 입다가 또 사러 올테니 단종되면 절대 안돼요🫶🫶🥹💕,Free
Y6sY2Hxc,상위 10%,24.12.03,그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,154.0,46,55,"지난달에 비슷한 니트를 샀는데, 같은 제품이었더라구요~
그땐 그린으로 사서 잘입었는데 같은 제품인줄 모르고 또 예뻐서 이번엔 그레이로 샀네요 ❤️
근데 직진배송은 항상 금액이 일반구매보다 조금씩 비싼편이에요 ㅠㅠ 제가 그걸 잊고 직전배송해버려서 지난번보다 몇천원 비싸게 샀어요.. 그게 너무 아깝 ㅋㅋ
잘입을게요~",Free
창섭와이프,상위 25%,24.12.02,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,166.0,55,55,"소재 엄청 부들부들하고 좋아요!! 포근해요
저는 살집이 있는 체형이 아닌데도 이런 오버핏 니트 입으면 바로 부해지는데 이 니트는 부해보이는거 없이 예쁘게 떨어지는 핏이라 너무 마음에 들어요🫶🏻 잘 입겠습니다!",Free
thsjchSN,상위 10%,24.12.01,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,159.0,56,55,"재질도 까끌하지하고 생각보다 부드러워요~
무엇보다 색상도 밝은 회색이라 얼굴도 밝아보이고
핏도 여리여리한 루즈핏이라
코트나 패딩 어디에 입어도 다 잘 어울려요
깔별로 다 소장하고 싶을 정도에요ㅠㅠ
완전 만족합니다!!",Free
헹훙헹,상위 15%,24.11.29,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,69,77,"제가 정말 골격도 크고 어깨는 두말할 거 없이 넓어서 니트 입으면 어깨가 웬만한 남자 저리가란데요… 
이 니트 정말 좋네요ㅠ
부해보이지도 않고 허리도 잘 잡아줘서 너무 좋아서 다른색도 바로 구매했습니다!!!",Free
gWXVyM72,상위 20%,24.11.27,네이비,FREE,정사이즈예요,보통이에요,화면과 비슷해요,155.0,47,44,"실착 3회 후 보풀입니다… 핏이 정말 예뻐요 그치만 다들 “이 가격에 이 퀄리티” 찬양하는데 처음 받았을 때는 퀄리티 좋아보이긴 하는데 입다보면 실제로 엄청난 퀄리티는 아녜요 ㅋㅋㅋㅋ 그냥 가격에 비해서 핏이 좀 예쁜 정도 입니다! 원가라고 적혀있는 35,900원에 샀다면 치를 떨었을 것 같네요 다행히 할인가가 딱 적정한 것 같아요 그래두 예뻐서 니트가 더 필요하다면 고려해볼 것 같습니다",Free
rhn3XJ7W,상위 15%,24.11.27,그레이,FREE,생각보다 커요,보통이에요,화면과 비슷해요,172.0,65,55,"생각보다 더 한 오버핏임 근데 어깨선이 내려와있어서 어깨 넓고 가슴도 큰 저한테는 오히려 부해보이는 효과가 나타남ㅠㅠ 레이어드해서 입을려고 샀는데 그렇게 되면 너무 벙~~해서 그냥 단독으로 입어야할듯
그외 디자인이나 시보리 재질은 괜찮음 
어깨 좁고 가슴없는 사람들은 핏 무조건 이쁠듯",Free
gZdNbQcQ,상위 5%,24.11.27,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,54,55,"진짜 엄청 마음에들어요ㅜㅠ
안에 셔츠입고 입었는데 진짜 너무너무 만족스러워요
옷도 부드럽고 색도 이뻐서 엄청 마음에들어용
다른색도 사고싶을정도!!!
겨울에 잘입을거같아여🤍",Free
ahha**,상위 10%,24.11.26,네이비,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,166.0,54,55,"이번에 옷 스무개 샀는데 젤 만족템..
다른 색 하나 더 사구싶어요
부들부들하구 도톰하구 기장도 길구 색도 넘이쁘구,, 패치에 각인이 쬠 더 얇으면 더 고급져 보엿을거같지만 어쨋던 넘넘이쁨",Free
BfHfWYoH,상위 15%,24.11.26,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161.0,48,,"완전 대만족!
보풀좀 일어난다고 해서 재질 걱정많이 했는데 부드럽고 좋은재질이에요! 니트라서 보풀이 일어나긴하겠지만 너무 만족스러워요! 셔츠랑 매치해서 입어도예쁘고 그냥 입어도예뻐요!
재구매의향☆☆☆☆",Free
